Customer ID,Age,Contract Type,Monthly Charges,Tenure,Churn
CUST-13886,45,Month-to-Month,94.86,37,Yes
CUST-13887,31,Two Year,110.22,11,Yes
CUST-13888,73,Month-to-Month,24.98,59,No
CUST-13889,27,Month-to-Month,72.41,55,No
CUST-13890,33,One Year,23.28,27,No
CUST-13891,33,Two Year,66.84,67,No
CUST-13892,71,Month-to-Month,108.53,60,No
CUST-13893,48,Month-to-Month,56.16,2,Yes
CUST-13894,59,One Year,113.25,68,No
CUST-13895,42,Two Year,83.06,18,Yes
CUST-13896,30,Two Year,113.42,20,No
CUST-13897,23,Two Year,95.72,63,No
CUST-13898,61,Month-to-Month,30.34,72,No
CUST-13899,26,Month-to-Month,43.12,2,Yes
CUST-13900,62,One Year,59.42,42,No
CUST-13901,53,Two Year,37.01,28,No
CUST-13902,73,Month-to-Month,69.49,29,No
CUST-13903,60,Month-to-Month,67.14,69,No
CUST-13904,37,One Year,115.63,28,No
CUST-13905,35,Month-to-Month,63.37,60,No
CUST-13906,75,Month-to-Month,98.56,5,Yes
CUST-13907,60,Month-to-Month,114.19,15,Yes
CUST-13908,74,One Year,107.7,32,No
CUST-13909,38,One Year,40.87,52,No
CUST-13910,21,Month-to-Month,69.6,37,No
CUST-13911,67,One Year,54.77,15,No
CUST-13912,50,One Year,59.99,41,No
CUST-13913,44,Month-to-Month,56.08,4,Yes
CUST-13914,24,One Year,102.64,53,No
CUST-13915,23,Month-to-Month,65.21,27,No
CUST-13916,32,Month-to-Month,72.37,21,No
CUST-13917,35,Month-to-Month,118.24,60,No
CUST-13918,49,Month-to-Month,26.0,64,No
CUST-13919,73,Month-to-Month,68.8,71,No
CUST-13920,28,Two Year,97.41,47,Yes
CUST-13921,37,One Year,35.12,54,No
CUST-13922,41,One Year,81.15,31,Yes
CUST-13923,32,Month-to-Month,43.95,17,No
CUST-13924,65,Month-to-Month,106.74,50,No
CUST-13925,24,Month-to-Month,52.71,7,Yes
CUST-13926,38,Month-to-Month,52.91,28,No
CUST-13927,59,Month-to-Month,79.82,10,Yes
CUST-13928,43,One Year,38.36,27,No
CUST-13929,61,Two Year,48.49,13,No
CUST-13930,73,Month-to-Month,61.66,66,No
CUST-13931,31,Month-to-Month,55.36,60,No
CUST-13932,74,One Year,72.49,43,No
CUST-13933,54,Month-to-Month,79.96,69,No
CUST-13934,75,Two Year,76.67,63,No
CUST-13935,38,One Year,85.42,70,No
CUST-13936,35,Two Year,50.77,65,No
CUST-13937,22,Month-to-Month,32.64,67,No
CUST-13938,20,One Year,96.08,54,No
CUST-13939,40,Month-to-Month,105.08,36,Yes
CUST-13940,43,One Year,45.7,71,No
CUST-13941,54,Month-to-Month,60.71,15,No
CUST-13942,41,Month-to-Month,69.86,18,No
CUST-13943,66,Month-to-Month,73.33,4,Yes
CUST-13944,36,Month-to-Month,85.95,11,Yes
CUST-13945,68,Two Year,24.16,6,No
CUST-13946,42,One Year,92.15,51,No
CUST-13947,38,One Year,26.2,58,No
CUST-13948,29,Month-to-Month,66.83,60,No
CUST-13949,74,One Year,102.77,18,Yes
CUST-13950,78,Month-to-Month,65.12,67,No
CUST-13951,58,Two Year,34.91,17,No
CUST-13952,50,Two Year,118.5,34,Yes
CUST-13953,67,Month-to-Month,108.93,30,Yes
CUST-13954,70,Two Year,97.13,19,No
CUST-13955,21,Month-to-Month,61.15,9,Yes
CUST-13956,59,Month-to-Month,38.38,40,No
CUST-13957,74,Month-to-Month,114.14,44,No
CUST-13958,24,Month-to-Month,73.24,59,No
CUST-13959,39,One Year,105.24,25,No
CUST-13960,72,Month-to-Month,54.21,71,No
CUST-13961,50,Month-to-Month,53.53,53,No
CUST-13962,34,One Year,118.55,48,No
CUST-13963,41,One Year,72.18,71,No
CUST-13964,78,Two Year,34.07,53,No
CUST-13965,78,One Year,41.97,49,No
CUST-13966,51,One Year,68.19,43,No
CUST-13967,45,Month-to-Month,24.25,19,No
CUST-13968,75,Month-to-Month,66.25,66,No
CUST-13969,60,Month-to-Month,61.89,34,Yes
CUST-13970,58,Month-to-Month,97.93,54,No
CUST-13971,56,One Year,55.49,1,No
CUST-13972,39,Month-to-Month,118.25,55,No
CUST-13973,66,One Year,38.08,15,No
CUST-13974,34,Month-to-Month,79.1,15,No
CUST-13975,51,Month-to-Month,28.97,23,No
CUST-13976,23,Month-to-Month,93.39,66,No
CUST-13977,63,Two Year,119.48,46,No
CUST-13978,23,One Year,101.91,9,Yes
CUST-13979,51,Two Year,75.57,66,No
CUST-13980,18,Month-to-Month,68.47,66,No
CUST-13981,27,Two Year,103.5,18,Yes
CUST-13982,38,Month-to-Month,113.6,17,Yes
CUST-13983,22,Month-to-Month,118.92,72,No
CUST-13984,19,Two Year,59.65,34,No
CUST-13985,39,Month-to-Month,119.09,69,No
CUST-13986,65,One Year,35.59,64,No
CUST-13987,74,Month-to-Month,45.35,44,No
CUST-13988,19,One Year,28.9,29,No
CUST-13989,27,Two Year,47.17,62,No
CUST-13990,51,Month-to-Month,96.79,16,Yes
CUST-13991,33,One Year,105.29,52,No
CUST-13992,65,Month-to-Month,97.89,2,Yes
CUST-13993,68,One Year,83.11,61,No
CUST-13994,78,Month-to-Month,71.4,4,Yes
CUST-13995,56,Month-to-Month,90.87,52,No
CUST-13996,39,Month-to-Month,59.08,41,Yes
CUST-13997,29,Month-to-Month,104.13,52,Yes
CUST-13998,41,Two Year,87.72,31,No
CUST-13999,64,Month-to-Month,89.78,26,Yes
CUST-14000,57,Month-to-Month,73.59,27,Yes
CUST-14001,55,Month-to-Month,108.52,51,No
CUST-14002,77,Month-to-Month,45.2,48,No
CUST-14003,76,One Year,58.11,11,No
CUST-14004,27,Two Year,97.76,8,Yes
CUST-14005,52,Month-to-Month,69.27,12,Yes
CUST-14006,68,Two Year,108.92,45,No
CUST-14007,66,One Year,54.64,34,No
CUST-14008,49,Month-to-Month,56.93,72,No
CUST-14009,24,One Year,108.87,47,No
CUST-14010,38,Month-to-Month,66.44,21,Yes
CUST-14011,37,One Year,71.61,41,No
CUST-14012,43,Two Year,53.28,22,No
CUST-14013,21,Month-to-Month,47.67,21,No
CUST-14014,63,Two Year,85.59,28,No
CUST-14015,69,One Year,31.98,67,No
CUST-14016,39,Month-to-Month,107.93,71,Yes
CUST-14017,32,One Year,97.92,14,No
CUST-14018,73,Month-to-Month,39.07,52,No
CUST-14019,57,Two Year,89.4,43,Yes
CUST-14020,38,One Year,80.26,71,No
CUST-14021,32,Month-to-Month,38.45,19,No
CUST-14022,39,Month-to-Month,47.32,27,No
CUST-14023,69,One Year,60.9,18,No
CUST-14024,45,Month-to-Month,89.92,13,Yes
CUST-14025,31,Month-to-Month,83.87,1,Yes
CUST-14026,44,Month-to-Month,73.22,34,Yes
CUST-14027,78,Month-to-Month,96.84,13,Yes
CUST-14028,58,Month-to-Month,95.79,51,No
CUST-14029,57,Month-to-Month,81.79,1,Yes
CUST-14030,75,Month-to-Month,98.7,28,Yes
CUST-14031,45,One Year,53.43,32,No
CUST-14032,43,Month-to-Month,108.12,72,Yes
CUST-14033,66,Month-to-Month,81.49,55,No
CUST-14034,19,Month-to-Month,102.24,26,Yes
CUST-14035,42,One Year,74.63,14,No
CUST-14036,73,Month-to-Month,41.84,68,No
CUST-14037,79,Month-to-Month,74.24,63,No
CUST-14038,20,Month-to-Month,57.11,14,No
CUST-14039,25,Two Year,89.75,27,No
CUST-14040,61,One Year,67.58,41,No
CUST-14041,50,One Year,103.61,3,Yes
CUST-14042,59,One Year,87.81,59,No
CUST-14043,69,One Year,88.45,23,No
CUST-14044,52,Month-to-Month,41.72,18,Yes
CUST-14045,23,One Year,118.42,41,Yes
CUST-14046,56,Month-to-Month,104.17,8,Yes
CUST-14047,69,One Year,98.9,32,No
CUST-14048,40,One Year,53.02,41,No
CUST-14049,42,Month-to-Month,73.56,45,Yes
CUST-14050,76,Month-to-Month,33.71,9,Yes
CUST-14051,67,Month-to-Month,73.85,48,No
CUST-14052,60,One Year,34.59,24,No
CUST-14053,36,One Year,75.3,44,No
CUST-14054,22,Two Year,84.87,58,No
CUST-14055,68,Month-to-Month,59.02,66,No
CUST-14056,28,One Year,69.85,18,No
CUST-14057,73,One Year,107.57,29,Yes
CUST-14058,29,Two Year,30.86,2,No
CUST-14059,27,Month-to-Month,99.17,68,No
CUST-14060,25,Month-to-Month,37.08,39,No
CUST-14061,41,One Year,23.67,41,No
CUST-14062,77,One Year,38.56,71,No
CUST-14063,45,Two Year,96.5,22,No
CUST-14064,58,Month-to-Month,60.51,49,No
CUST-14065,53,Month-to-Month,107.25,28,Yes
CUST-14066,54,Two Year,72.47,16,No
CUST-14067,38,Month-to-Month,22.23,68,No
CUST-14068,25,One Year,91.67,62,No
CUST-14069,72,Month-to-Month,31.02,36,No
CUST-14070,26,Month-to-Month,98.94,22,Yes
CUST-14071,64,One Year,36.81,11,No
CUST-14072,32,One Year,54.54,42,No
CUST-14073,65,Month-to-Month,96.13,55,No
CUST-14074,63,Month-to-Month,115.42,35,No
CUST-14075,57,Two Year,57.14,57,No
CUST-14076,35,Month-to-Month,102.94,34,Yes
CUST-14077,59,Two Year,39.08,70,No
CUST-14078,77,Month-to-Month,100.72,4,Yes
CUST-14079,37,One Year,85.75,46,Yes
CUST-14080,23,Two Year,39.27,11,No
CUST-14081,29,One Year,50.25,61,No
CUST-14082,19,Month-to-Month,33.18,35,No
CUST-14083,24,One Year,58.3,69,No
CUST-14084,33,Month-to-Month,40.36,57,No
CUST-14085,20,Month-to-Month,84.4,11,Yes
CUST-14086,62,Two Year,119.45,12,No
CUST-14087,20,One Year,21.2,43,No
CUST-14088,44,One Year,74.09,19,No
CUST-14089,67,Month-to-Month,77.37,68,No
CUST-14090,60,Month-to-Month,111.42,59,No
CUST-14091,57,Month-to-Month,70.6,2,Yes
CUST-14092,55,One Year,74.37,8,Yes
CUST-14093,50,One Year,67.17,22,No
CUST-14094,45,Month-to-Month,46.89,21,No
CUST-14095,18,Two Year,25.6,29,No
CUST-14096,72,Month-to-Month,60.87,37,No
CUST-14097,25,Month-to-Month,25.26,29,No
CUST-14098,54,Month-to-Month,75.05,37,Yes
CUST-14099,49,Month-to-Month,50.73,21,No
CUST-14100,77,Month-to-Month,73.36,12,No
CUST-14101,65,Two Year,33.43,48,No
CUST-14102,60,Month-to-Month,113.26,47,Yes
CUST-14103,54,Two Year,109.45,15,No
CUST-14104,21,Month-to-Month,39.0,67,No
CUST-14105,47,Two Year,54.34,13,No
CUST-14106,23,One Year,81.35,59,No
CUST-14107,63,Two Year,29.57,13,No
CUST-14108,71,Month-to-Month,55.46,72,No
CUST-14109,36,One Year,45.11,19,No
CUST-14110,49,Two Year,111.55,57,No
CUST-14111,26,Month-to-Month,105.25,32,Yes
CUST-14112,29,Month-to-Month,77.98,21,No
CUST-14113,28,Month-to-Month,72.03,14,No
CUST-14114,63,Two Year,113.07,24,No
CUST-14115,72,Month-to-Month,113.24,49,No
CUST-14116,33,Month-to-Month,116.93,32,Yes
CUST-14117,18,Month-to-Month,32.54,11,Yes
CUST-14118,62,Month-to-Month,36.06,60,No
CUST-14119,72,Two Year,87.67,68,No
CUST-14120,70,Month-to-Month,74.14,61,No
CUST-14121,38,One Year,21.85,5,No
CUST-14122,47,Two Year,26.2,36,No
CUST-14123,30,Month-to-Month,108.81,64,Yes
CUST-14124,51,One Year,106.89,32,No
CUST-14125,21,Month-to-Month,55.73,71,No
CUST-14126,45,One Year,109.11,66,No
CUST-14127,55,Month-to-Month,79.37,10,Yes
CUST-14128,75,One Year,100.59,21,No
CUST-14129,48,Month-to-Month,62.74,40,No
CUST-14130,76,Month-to-Month,31.34,42,No
CUST-14131,72,One Year,63.37,72,No
CUST-14132,44,Month-to-Month,65.73,46,No
CUST-14133,22,One Year,75.09,41,No
CUST-14134,42,Month-to-Month,30.56,4,Yes
CUST-14135,20,One Year,119.14,14,No
CUST-14136,50,Month-to-Month,44.41,14,No
CUST-14137,21,One Year,39.86,53,No
CUST-14138,42,Month-to-Month,72.68,29,No
CUST-14139,37,Month-to-Month,73.72,23,Yes
CUST-14140,51,Month-to-Month,63.98,31,No
CUST-14141,43,One Year,97.19,71,No
CUST-14142,79,Month-to-Month,71.67,61,No
CUST-14143,79,Two Year,80.97,23,No
CUST-14144,22,Two Year,92.37,8,Yes
CUST-14145,52,Month-to-Month,22.5,16,No
CUST-14146,78,One Year,77.06,26,No
CUST-14147,45,Month-to-Month,108.42,29,Yes
CUST-14148,46,Month-to-Month,21.74,6,Yes
CUST-14149,26,One Year,60.52,37,No
CUST-14150,69,One Year,112.62,33,No
CUST-14151,55,One Year,55.32,46,No
CUST-14152,67,Month-to-Month,65.87,61,No
CUST-14153,23,Month-to-Month,118.15,41,No
CUST-14154,36,Month-to-Month,39.93,18,No
CUST-14155,77,One Year,26.53,16,No
CUST-14156,61,Month-to-Month,105.94,51,No
CUST-14157,74,One Year,106.85,37,No
CUST-14158,28,Month-to-Month,67.21,14,No
CUST-14159,19,Month-to-Month,71.42,68,No
CUST-14160,64,Month-to-Month,103.58,30,Yes
CUST-14161,61,Month-to-Month,93.86,60,No
CUST-14162,61,Month-to-Month,46.51,53,No
CUST-14163,26,Two Year,21.69,36,No
CUST-14164,38,Two Year,67.97,30,No
CUST-14165,41,Month-to-Month,105.89,64,No
CUST-14166,51,Month-to-Month,109.58,14,Yes
CUST-14167,39,Month-to-Month,115.62,23,Yes
CUST-14168,20,Two Year,107.96,48,No
CUST-14169,29,Month-to-Month,78.0,28,No
CUST-14170,45,Two Year,64.46,7,Yes
CUST-14171,47,Month-to-Month,97.48,42,No
CUST-14172,43,Month-to-Month,93.98,10,Yes
CUST-14173,65,Two Year,73.81,68,No
CUST-14174,38,Month-to-Month,28.73,44,No
CUST-14175,45,One Year,112.61,13,No
CUST-14176,73,Month-to-Month,65.56,33,No
CUST-14177,43,Month-to-Month,56.33,32,No
CUST-14178,79,Month-to-Month,82.96,48,No
CUST-14179,50,One Year,87.38,5,Yes
CUST-14180,38,One Year,41.07,61,No
CUST-14181,52,Month-to-Month,103.69,3,Yes
CUST-14182,69,Two Year,48.99,24,No
CUST-14183,51,Month-to-Month,38.67,34,No
CUST-14184,58,Month-to-Month,60.64,42,Yes
CUST-14185,68,Month-to-Month,93.06,20,No
CUST-14186,64,Month-to-Month,116.55,41,Yes
CUST-14187,35,Month-to-Month,100.93,20,Yes
CUST-14188,75,Two Year,114.03,6,No
CUST-14189,28,Month-to-Month,34.06,57,No
CUST-14190,74,Month-to-Month,27.12,42,Yes
CUST-14191,40,Month-to-Month,75.77,25,No
CUST-14192,65,One Year,49.03,41,No
CUST-14193,39,Two Year,102.81,41,No
CUST-14194,34,Month-to-Month,87.2,3,Yes
CUST-14195,22,Month-to-Month,117.07,43,Yes
CUST-14196,61,Month-to-Month,45.48,46,Yes
CUST-14197,28,Month-to-Month,68.58,57,No
CUST-14198,47,Month-to-Month,70.12,51,No
CUST-14199,32,Month-to-Month,43.92,5,Yes
CUST-14200,44,Month-to-Month,79.01,15,No
CUST-14201,52,Month-to-Month,64.33,39,Yes
CUST-14202,50,Month-to-Month,64.67,70,No
CUST-14203,37,Two Year,56.27,38,No
CUST-14204,78,Two Year,21.69,39,No
CUST-14205,33,One Year,72.21,52,No
CUST-14206,51,Month-to-Month,53.52,3,Yes
CUST-14207,19,Month-to-Month,20.13,29,Yes
CUST-14208,52,Month-to-Month,50.79,31,No
CUST-14209,57,One Year,47.86,66,No
CUST-14210,73,Month-to-Month,59.34,45,No
CUST-14211,45,Two Year,33.19,22,No
CUST-14212,64,Two Year,70.77,10,No
CUST-14213,56,Month-to-Month,89.24,21,Yes
CUST-14214,23,One Year,83.02,17,Yes
CUST-14215,26,Month-to-Month,100.38,67,No
CUST-14216,37,Month-to-Month,65.2,7,Yes
CUST-14217,77,Month-to-Month,71.91,36,No
CUST-14218,18,Month-to-Month,101.04,67,No
CUST-14219,25,Two Year,62.77,30,No
CUST-14220,72,Month-to-Month,90.16,71,No
CUST-14221,40,Month-to-Month,63.46,29,No
CUST-14222,20,One Year,61.77,72,No
CUST-14223,21,One Year,96.02,33,No
CUST-14224,75,Month-to-Month,37.48,59,No
CUST-14225,42,Two Year,53.86,20,No
CUST-14226,64,One Year,42.42,29,No
CUST-14227,55,Month-to-Month,55.91,53,No
CUST-14228,32,Month-to-Month,43.04,1,Yes
CUST-14229,38,Month-to-Month,77.94,34,No
CUST-14230,52,Two Year,99.82,44,No
CUST-14231,74,One Year,98.66,14,No
CUST-14232,70,Two Year,56.45,37,No
CUST-14233,70,Month-to-Month,118.88,35,Yes
CUST-14234,63,Month-to-Month,79.39,59,No
CUST-14235,69,Month-to-Month,59.94,24,No
CUST-14236,31,Month-to-Month,103.55,65,Yes
CUST-14237,53,One Year,92.99,6,Yes
CUST-14238,29,One Year,94.93,68,No
CUST-14239,34,Month-to-Month,39.61,38,No
CUST-14240,56,Month-to-Month,66.83,1,Yes
CUST-14241,26,Month-to-Month,106.18,41,No
CUST-14242,52,Month-to-Month,70.4,31,No
CUST-14243,77,Month-to-Month,88.35,36,No
CUST-14244,30,Month-to-Month,78.79,54,No
CUST-14245,32,Month-to-Month,104.24,31,Yes
CUST-14246,35,Month-to-Month,48.46,29,Yes
CUST-14247,68,Month-to-Month,77.55,3,Yes
CUST-14248,50,Month-to-Month,32.32,58,No
CUST-14249,23,One Year,89.02,61,No
CUST-14250,76,Month-to-Month,93.2,6,Yes
CUST-14251,44,Two Year,24.28,20,No
CUST-14252,40,Month-to-Month,87.58,61,No
CUST-14253,76,Month-to-Month,61.47,46,No
CUST-14254,44,Month-to-Month,32.41,13,No
CUST-14255,51,Month-to-Month,61.99,23,No
CUST-14256,73,Two Year,39.42,31,No
CUST-14257,63,Month-to-Month,61.56,4,Yes
CUST-14258,55,Two Year,58.43,66,No
CUST-14259,31,Two Year,93.84,16,No
CUST-14260,53,Month-to-Month,97.42,31,Yes
CUST-14261,70,Month-to-Month,80.7,48,Yes
CUST-14262,25,One Year,22.27,43,No
CUST-14263,79,Month-to-Month,113.1,4,Yes
CUST-14264,52,One Year,88.62,62,No
CUST-14265,36,Month-to-Month,23.42,48,No
CUST-14266,47,Month-to-Month,101.88,28,Yes
CUST-14267,31,Month-to-Month,40.03,16,No
CUST-14268,76,Month-to-Month,77.92,69,No
CUST-14269,37,Two Year,66.66,30,No
CUST-14270,66,Month-to-Month,61.98,65,No
CUST-14271,42,Two Year,108.97,69,No
CUST-14272,57,Month-to-Month,63.74,14,No
CUST-14273,41,Month-to-Month,27.53,34,No
CUST-14274,31,Month-to-Month,114.66,56,No
CUST-14275,43,Month-to-Month,112.05,29,Yes
CUST-14276,55,Month-to-Month,88.44,25,Yes
CUST-14277,40,Month-to-Month,66.79,66,No
CUST-14278,39,Two Year,29.29,40,No
CUST-14279,65,Month-to-Month,99.07,15,No
CUST-14280,74,Month-to-Month,27.55,32,No
CUST-14281,36,Two Year,26.86,20,No
CUST-14282,63,One Year,73.74,53,No
CUST-14283,68,Month-to-Month,36.01,67,No
CUST-14284,20,Month-to-Month,20.77,49,No
CUST-14285,59,Two Year,62.31,67,No
CUST-14286,36,One Year,33.72,1,Yes
CUST-14287,26,Month-to-Month,36.05,39,No
CUST-14288,45,Month-to-Month,27.69,61,No
CUST-14289,37,Two Year,40.51,55,No
CUST-14290,62,Month-to-Month,91.55,69,No
CUST-14291,24,Two Year,100.89,2,Yes
CUST-14292,31,Month-to-Month,65.25,17,Yes
CUST-14293,26,One Year,70.66,29,No
CUST-14294,76,Month-to-Month,23.27,4,Yes
CUST-14295,77,Month-to-Month,26.93,64,No
CUST-14296,72,Two Year,45.76,43,No
CUST-14297,74,Month-to-Month,74.39,12,Yes
CUST-14298,77,Month-to-Month,93.96,50,No
CUST-14299,36,Month-to-Month,80.5,68,No
CUST-14300,64,Month-to-Month,59.21,61,No
CUST-14301,69,Month-to-Month,31.83,51,No
CUST-14302,31,One Year,98.08,5,Yes
CUST-14303,73,Month-to-Month,56.38,28,No
CUST-14304,55,Month-to-Month,93.61,10,Yes
CUST-14305,70,Month-to-Month,71.3,52,No
CUST-14306,78,One Year,93.87,17,No
CUST-14307,53,One Year,110.73,65,No
CUST-14308,57,Month-to-Month,112.1,21,Yes
CUST-14309,34,Month-to-Month,73.51,54,No
CUST-14310,47,Two Year,71.15,49,No
CUST-14311,26,Month-to-Month,46.57,22,Yes
CUST-14312,50,Two Year,113.58,69,No
CUST-14313,73,Two Year,65.79,64,No
CUST-14314,69,One Year,32.76,36,No
CUST-14315,42,Month-to-Month,63.27,21,Yes
CUST-14316,31,Two Year,32.71,56,No
CUST-14317,28,One Year,70.25,48,Yes
CUST-14318,70,One Year,76.13,18,No
CUST-14319,52,Month-to-Month,53.78,15,No
CUST-14320,58,Month-to-Month,27.17,44,No
CUST-14321,76,Month-to-Month,114.35,45,No
CUST-14322,31,Month-to-Month,97.34,36,Yes
CUST-14323,47,One Year,103.89,40,No
CUST-14324,58,Month-to-Month,56.69,51,No
CUST-14325,21,Month-to-Month,96.08,30,Yes
CUST-14326,76,Month-to-Month,68.54,26,Yes
CUST-14327,21,One Year,40.11,31,Yes
CUST-14328,45,Two Year,32.44,56,No
CUST-14329,25,Month-to-Month,54.51,61,No
CUST-14330,19,Month-to-Month,33.76,17,No
CUST-14331,58,Month-to-Month,119.83,24,Yes
CUST-14332,78,One Year,24.92,4,No
CUST-14333,63,One Year,64.11,9,No
CUST-14334,39,Two Year,65.21,2,Yes
CUST-14335,58,Month-to-Month,50.06,35,No
CUST-14336,73,Two Year,77.14,38,No
CUST-14337,72,Month-to-Month,35.0,45,Yes
CUST-14338,33,One Year,98.39,15,No
CUST-14339,46,Month-to-Month,53.24,42,No
CUST-14340,79,Two Year,79.13,3,No
CUST-14341,66,Month-to-Month,91.56,31,Yes
CUST-14342,65,One Year,108.9,52,No
CUST-14343,47,Two Year,103.58,41,No
CUST-14344,29,Month-to-Month,80.83,57,No
CUST-14345,52,Month-to-Month,58.84,42,Yes
CUST-14346,28,Two Year,70.32,53,No
CUST-14347,63,Month-to-Month,96.87,56,No
CUST-14348,67,Month-to-Month,107.75,72,No
CUST-14349,38,Month-to-Month,30.38,53,No
CUST-14350,38,One Year,58.49,32,No
CUST-14351,22,Month-to-Month,97.61,54,No
CUST-14352,65,Month-to-Month,63.17,37,No
CUST-14353,37,Month-to-Month,53.22,8,Yes
CUST-14354,54,Month-to-Month,61.13,11,Yes
CUST-14355,20,Two Year,80.28,54,No
CUST-14356,61,Two Year,119.98,60,No
CUST-14357,50,One Year,69.3,10,Yes
CUST-14358,70,Month-to-Month,40.85,70,No
CUST-14359,78,Two Year,36.28,42,No
CUST-14360,26,Month-to-Month,24.23,37,Yes
CUST-14361,78,Month-to-Month,75.88,58,No
CUST-14362,26,Two Year,74.46,59,No
CUST-14363,21,One Year,40.52,24,No
CUST-14364,52,One Year,89.53,28,No
CUST-14365,34,One Year,94.11,37,No
CUST-14366,51,Month-to-Month,45.91,21,No
CUST-14367,41,Month-to-Month,54.41,33,No
CUST-14368,49,One Year,119.05,2,Yes
CUST-14369,18,Month-to-Month,57.43,28,No
CUST-14370,25,Month-to-Month,96.08,15,Yes
CUST-14371,62,One Year,65.27,1,No
CUST-14372,40,One Year,99.33,28,No
CUST-14373,64,Month-to-Month,96.9,50,No
CUST-14374,57,One Year,86.78,35,No
CUST-14375,29,Two Year,105.48,28,No
CUST-14376,71,One Year,113.92,9,Yes
CUST-14377,29,Month-to-Month,78.0,24,No
CUST-14378,63,Month-to-Month,43.75,63,No
CUST-14379,64,Month-to-Month,59.86,4,Yes
CUST-14380,32,Month-to-Month,95.83,56,Yes
CUST-14381,58,Month-to-Month,85.09,41,Yes
CUST-14382,36,Month-to-Month,37.78,67,No
CUST-14383,43,Month-to-Month,25.12,48,No
CUST-14384,69,Two Year,88.3,58,No
CUST-14385,46,Month-to-Month,45.11,39,No
CUST-14386,39,One Year,69.97,25,No
CUST-14387,57,One Year,94.67,60,No
CUST-14388,38,Month-to-Month,76.27,47,Yes
CUST-14389,68,Two Year,28.33,61,No
CUST-14390,55,One Year,38.56,27,No
CUST-14391,37,Month-to-Month,41.93,42,Yes
CUST-14392,74,One Year,45.79,52,No
CUST-14393,46,Month-to-Month,76.54,48,No
CUST-14394,68,One Year,70.4,32,No
CUST-14395,21,Month-to-Month,40.32,24,No
CUST-14396,72,Two Year,26.76,3,No
CUST-14397,24,Month-to-Month,37.14,27,No
CUST-14398,45,One Year,118.44,40,No
CUST-14399,45,Month-to-Month,66.85,23,No
CUST-14400,21,One Year,106.73,7,Yes
CUST-14401,39,One Year,104.88,37,No
CUST-14402,29,Month-to-Month,71.15,7,Yes
CUST-14403,62,One Year,90.67,22,Yes
CUST-14404,20,Month-to-Month,39.28,17,No
CUST-14405,39,Two Year,88.84,19,Yes
CUST-14406,61,Month-to-Month,47.24,39,No
CUST-14407,19,Two Year,103.21,36,No
CUST-14408,41,Two Year,28.37,15,No
CUST-14409,51,Month-to-Month,97.31,63,No
CUST-14410,44,Month-to-Month,29.99,29,No
CUST-14411,72,Month-to-Month,108.12,60,No
CUST-14412,58,Two Year,50.42,56,No
CUST-14413,18,Month-to-Month,85.44,40,Yes
CUST-14414,25,Month-to-Month,68.75,16,Yes
CUST-14415,40,Two Year,56.63,33,No
CUST-14416,55,Month-to-Month,84.54,16,Yes
CUST-14417,23,One Year,114.75,30,No
CUST-14418,39,Month-to-Month,24.13,66,No
CUST-14419,42,Month-to-Month,111.89,44,Yes
CUST-14420,35,One Year,80.91,38,Yes
CUST-14421,34,Month-to-Month,100.73,51,No
CUST-14422,78,Month-to-Month,58.39,60,No
CUST-14423,29,Two Year,67.18,18,No
CUST-14424,23,Month-to-Month,106.89,5,Yes
CUST-14425,43,Two Year,61.48,40,No
CUST-14426,44,Two Year,73.47,6,No
CUST-14427,25,Month-to-Month,22.02,12,No
CUST-14428,36,Month-to-Month,35.86,12,No
CUST-14429,77,One Year,84.17,22,No
CUST-14430,59,Month-to-Month,91.7,49,No
CUST-14431,18,Month-to-Month,78.26,50,No
CUST-14432,74,One Year,34.33,4,No
CUST-14433,46,Month-to-Month,64.54,50,No
CUST-14434,62,Two Year,55.51,3,No
CUST-14435,66,Month-to-Month,69.57,16,No
CUST-14436,52,Month-to-Month,107.03,14,Yes
CUST-14437,57,Month-to-Month,97.59,64,No
CUST-14438,31,Two Year,28.4,41,No
CUST-14439,52,One Year,109.03,68,No
CUST-14440,65,Two Year,67.18,59,No
CUST-14441,62,Month-to-Month,94.39,2,No
CUST-14442,37,Month-to-Month,34.0,10,Yes
CUST-14443,73,Month-to-Month,87.07,26,Yes
CUST-14444,66,Month-to-Month,43.63,4,Yes
CUST-14445,30,One Year,63.84,28,No
CUST-14446,78,One Year,21.69,2,No
CUST-14447,55,Month-to-Month,35.16,66,No
CUST-14448,66,Two Year,29.21,16,No
CUST-14449,63,Month-to-Month,43.97,57,No
CUST-14450,66,Two Year,30.0,23,No
CUST-14451,79,Month-to-Month,89.19,23,Yes
CUST-14452,25,Month-to-Month,22.9,21,No
CUST-14453,60,Month-to-Month,81.77,25,Yes
CUST-14454,37,Month-to-Month,34.07,58,No
CUST-14455,77,One Year,114.52,37,Yes
CUST-14456,50,Month-to-Month,113.31,49,Yes
CUST-14457,43,Month-to-Month,42.55,15,Yes
CUST-14458,56,One Year,81.44,28,No
CUST-14459,38,One Year,22.8,67,No
CUST-14460,70,Two Year,113.18,4,No
CUST-14461,66,Month-to-Month,72.3,47,No
CUST-14462,79,One Year,24.32,50,No
CUST-14463,59,One Year,54.25,60,No
CUST-14464,60,Month-to-Month,27.68,62,No
CUST-14465,71,Month-to-Month,59.29,67,No
CUST-14466,79,Month-to-Month,86.99,72,No
